Dam+Thanh Son,https://news.uchicago.edu/sites/default/files/images/image/20160420/jgmdubqwyz1370020140429.jpg,https://physics.uchicago.edu/sites/physics.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/faculty/Son.jpg?itok=Rwzkoign,https://i.ytimg.com/vi/Ep2pCYY_AD0/hqdefault.jpg,http://atlantic.edu.vn/wp-content/uploads/2012/09/685254.jpg,http://static.thanhniennews.com/Uploaded/thuyvi/2014_06_27/damthanhson_HTBQ.jpg?width=840
Albert-Laszlo+Barabasi,https://www.tedmed.com/resources/displaypicturethumbnail?id=6175&thumbnailType=11&isCropped=true,https://pbs.twimg.com/profile_images/946027039248744449/5GqgqVXP_400x400.jpg,https://www.ceu.edu/sites/default/files/main_image/event/12224/barabasi-1.jpg,http://salon.seedmagazine.com/img/salon/portrait_barabasi_240x270.jpg,https://people.ceu.edu/sites/people.ceu.hu/files/styles/panopoly_image_full/public/profile/portrait/1985/barabasicropped.jpg?itok=D5ZsfLdI
Ariel+Rubinstein,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ariel_Rubinstein1.jpg/220px-Ariel_Rubinstein1.jpg,https://pbs.twimg.com/profile_images/276208774/ariel_hh_400x400.jpg,http://arielrubinstein.tau.ac.il/photo/ariel/ariel_brisbane_sm.jpg,https://as.nyu.edu/content/dam/nyu-as/econ/images/Rubinstein.Ariel.jpg,https://i.ytimg.com/vi/dtg5VgLmzlw/hqdefault.jpg
Brigitta+Stockinger,https://royalsociety.org/~/media/people/fellows/STO00079-Brigitta-Stockinger.jpg?w=300,https://loop.frontiersin.org/images/profile/23176/203,https://www.crick.ac.uk/media/6531/Stockinger_Gitta-7_180x200px.jpg,https://www.crick.ac.uk/media/194175/gittastockinger_webpage.jpg,https://www.uni-giessen.de/fbz/fb10/institute_klinikum/institute/vphysbio/Bilder/mitarbeiter/alice-stockinger
Guanrong+Chen,http://www.ee.cityu.edu.hk/~gchen/images/GRC2015.jpg,http://www.ae-info.org/attach/User/Chen_Guanrong/Chen_Guanrong.jpg,https://www.bristol.ac.uk/media-library/sites/ias/migrated/images/guanrong-chen-ftmeaker-192x246.jpg,http://www.namespedia.com/image/Guanrong_1.jpg,http://www.ee.cityu.edu.hk/~gchen/images/10th_Generation_PhD.jpg
Chih-Jen+Lin,https://www.csie.ntu.edu.tw/~cjlin/photo.gif,https://i1.rgstatic.net/ii/profile.image/AS%3A273757994483714%401442280400901_xl/Chih_Jen_Lin2.png,https://pbs.twimg.com/profile_images/773428253340102658/Tdm1gSJ-_400x400.jpg,https://www.csie.ntu.edu.tw/~kmchao/students/bulletin/skiena_visit/DSCF0107.JPG,https://www.csie.ntu.edu.tw/~cjlin/images/eunite.jpg
Cumrun+Vafa,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Cumrun_Vafa%2C_Harvard.jpg/220px-Cumrun_Vafa%2C_Harvard.jpg,https://pbs.twimg.com/profile_images/619965976499613697/9hnZHrC9.jpg,https://breakthroughprize.org/Uploads/photo1154.jpg,https://ir.usembassy.gov/wp-content/uploads/sites/99/2016/05/vafa_cumrun_154_940.jpg,http://deacademic.com/pictures/dewiki/67/Cumrun_Vafa_at_Harvard.JPG
Hongjie+Dai,https://explorecourses.stanford.edu/instructorPhoto?sunet=hdai1,https://files-chemistry-stanford-edu.s3-us-west-2.amazonaws.com/s3fs-public/5ad3a3389dc868b2b31054856e11cad7.jpg?IrJmrXqmpnaJiP4ClAOiOhkjhiU6n8y5,"https://crunchbase-production-res.cloudinary.com/image/upload/c_thumb,h_256,w_256,f_auto,g_faces,z_0.7,q_auto:eco/v1428473403/kbytczesmncaqqqkya9d.png",http://www.bu.edu/eng/files/2017/08/HongjieDai87_5x7@300-731x1024.jpg,https://glam.stanford.edu/sites/default/files/dai-200_0.png
Taeghwan+Hyeon,https://upload.wikimedia.org/wikipedia/commons/3/39/Taeghwan_Hyeon.jpg,http://images.iop.org/objects/ntw/news/7/3/54/080354-3.jpg,http://www.tedxkfas.com/wp-content/uploads/2015/07/Taeghwan-HYEON2.png,https://nanomat.ibs.re.kr/img/nanomat_en/contents/0201_img01.jpg,http://www.tedxkfas.com/wp-content/uploads/2015/07/Taeghwan-HYEON.png
Ira+Pastan,https://ccr.cancer.gov/sites/default/files/styles/235_square/public/staff-profile-images/image_2.jpg?itok=R8mzy3NJ,https://upload.wikimedia.org/wikipedia/en/7/7c/Ira_Pastan.jpg,https://i.ytimg.com/vi/_EzAhj330gA/maxresdefault.jpg,https://nihrecord.nih.gov/newsletters/2010/10_29_2010/images/milestonesPic3.jpg,https://i.ytimg.com/vi/6GqnSSC7WE4/maxresdefault.jpg
